denoiser,problem,algorithm,schedule,rho,step,red_input_sigma,lambda,mean_final_psnr,mean_gap_psnr,fail_rate,n
wavelet,inpaint,red_gd,fixed15p0,0.8,4.0,15.0,0.05,21.616234873057987,12.24082186322585,0.0,40
wavelet,inpaint,red_gd,fixed15p0,0.8,4.0,15.0,0.1,20.715743575382046,11.340330565549909,0.0,40
wavelet,inpaint,red_gd,fixed15p0,0.8,4.0,15.0,0.2,19.869123854894706,10.493710845062571,0.0,40
wavelet,inpaint,red_gd,fixed15p0,0.8,4.0,15.0,0.5,17.660920775278775,8.285507765446635,0.0,40
wavelet,inpaint,red_gd,fixed15p0,0.8,8.0,15.0,0.02,22.159556078165206,12.78414306833307,0.0,40
wavelet,inpaint,red_gd,fixed15p0,0.8,8.0,15.0,0.05,21.077294280088932,11.701881270256795,0.0,40
wavelet,inpaint,red_gd,fixed15p0,0.8,8.0,15.0,0.1,20.11745935408715,10.742046344255009,0.0,40
wavelet,inpaint,red_gd,fixed15p0,0.8,8.0,15.0,0.2,19.297525434828348,9.92211242499621,0.0,40
wavelet,inpaint,red_gd,fixed15p0,0.8,8.0,15.0,0.5,14.741789866613185,5.3663768567810495,0.0,40
wavelet,inpaint,red_gd,fixed20p0,0.8,1.0,15.0,0.02,23.744955200277307,14.369542190445168,0.0,40
wavelet,inpaint,red_gd,fixed20p0,0.8,1.0,15.0,0.05,22.370062406899105,12.994649397066969,0.0,40
wavelet,inpaint,red_gd,fixed20p0,0.8,1.0,15.0,0.1,21.417748412757334,12.042335402925195,0.0,40
wavelet,inpaint,red_gd,fixed20p0,0.8,1.0,15.0,0.2,20.491778853894793,11.116365844062658,0.0,40
wavelet,inpaint,red_gd,fixed20p0,0.8,1.0,15.0,0.5,19.483690241945617,10.108277232113482,0.0,40
wavelet,inpaint,red_gd,fixed20p0,0.8,2.0,15.0,0.02,22.88590493124908,13.510491921416943,0.0,40
wavelet,inpaint,red_gd,fixed20p0,0.8,2.0,15.0,0.05,21.59480305781495,12.219390047982811,0.0,40
wavelet,inpaint,red_gd,fixed20p0,0.8,2.0,15.0,0.1,20.622594868207123,11.247181858374988,0.0,40
wavelet,inpaint,red_gd,fixed20p0,0.8,2.0,15.0,0.2,19.81299243520281,10.437579425370672,0.0,40
wavelet,inpaint,red_gd,fixed20p0,0.8,2.0,15.0,0.5,18.91297152011061,9.537558510278469,0.0,40
wavelet,inpaint,red_gd,fixed20p0,0.8,4.0,15.0,0.02,22.18052629148398,12.805113281651842,0.0,40
wavelet,inpaint,red_gd,fixed20p0,0.8,4.0,15.0,0.05,20.86557998678834,11.490166976956203,0.0,40
wavelet,inpaint,red_gd,fixed20p0,0.8,4.0,15.0,0.1,19.98315393568469,10.607740925852552,0.0,40
wavelet,inpaint,red_gd,fixed20p0,0.8,4.0,15.0,0.2,19.24539214027815,9.869979130446008,0.0,40
wavelet,inpaint,red_gd,fixed20p0,0.8,4.0,15.0,0.5,16.82969276623997,7.45427975640783,0.0,40
wavelet,inpaint,red_gd,fixed20p0,0.8,8.0,15.0,0.02,21.661625491962976,12.286212482130837,0.0,40
wavelet,inpaint,red_gd,fixed20p0,0.8,8.0,15.0,0.05,20.288355871022283,10.912942861190146,0.0,40
wavelet,inpaint,red_gd,fixed20p0,0.8,8.0,15.0,0.1,19.436120668324968,10.06070765849283,0.0,40
wavelet,inpaint,red_gd,fixed20p0,0.8,8.0,15.0,0.2,18.64097330772123,9.26556029788909,0.0,40
wavelet,inpaint,red_gd,fixed20p0,0.8,8.0,15.0,0.5,13.6436593462786,4.268246336446462,0.0,40
wavelet,inpaint,red_gd,fixed25p0,0.8,1.0,15.0,0.02,23.63946938479753,14.264056374965392,0.0,40
wavelet,inpaint,red_gd,fixed25p0,0.8,1.0,15.0,0.05,22.072846215904335,12.697433206072196,0.0,40
wavelet,inpaint,red_gd,fixed25p0,0.8,1.0,15.0,0.1,20.80520001529448,11.429787005462341,0.0,40
wavelet,inpaint,red_gd,fixed25p0,0.8,1.0,15.0,0.2,19.92224864181274,10.546835631980603,0.0,40
wavelet,inpaint,red_gd,fixed25p0,0.8,1.0,15.0,0.5,19.099007055953134,9.723594046120997,0.0,40
wavelet,inpaint,red_gd,fixed25p0,0.8,2.0,15.0,0.02,22.688706960614233,13.313293950782093,0.0,40
wavelet,inpaint,red_gd,fixed25p0,0.8,2.0,15.0,0.05,20.98430257799649,11.608889568164352,0.0,40
wavelet,inpaint,red_gd,fixed25p0,0.8,2.0,15.0,0.1,20.043392740639774,10.667979730807634,0.0,40
wavelet,inpaint,red_gd,fixed25p0,0.8,2.0,15.0,0.2,19.347587705256228,9.972174695424089,0.0,40
wavelet,inpaint,red_gd,fixed25p0,0.8,2.0,15.0,0.5,18.353139149127774,8.977726139295633,0.0,40
wavelet,inpaint,red_gd,fixed25p0,0.8,4.0,15.0,0.02,21.68924518830735,12.313832178475213,0.0,40
wavelet,inpaint,red_gd,fixed25p0,0.8,4.0,15.0,0.05,20.271554167500334,10.896141157668197,0.0,40
wavelet,inpaint,red_gd,fixed25p0,0.8,4.0,15.0,0.1,19.479244786292625,10.103831776460488,0.0,40
wavelet,inpaint,red_gd,fixed25p0,0.8,4.0,15.0,0.2,18.74057295684746,9.36515994701532,0.0,40
wavelet,inpaint,red_gd,fixed25p0,0.8,4.0,15.0,0.5,16.540786913601686,7.165373903769546,0.0,40
wavelet,inpaint,red_gd,fixed25p0,0.8,8.0,15.0,0.02,21.00913160206307,11.633718592230936,0.0,40
wavelet,inpaint,red_gd,fixed25p0,0.8,8.0,15.0,0.05,19.73773221439119,10.362319204559052,0.0,40
wavelet,inpaint,red_gd,fixed25p0,0.8,8.0,15.0,0.1,18.991175348855705,9.615762339023568,0.0,40
wavelet,inpaint,red_gd,fixed25p0,0.8,8.0,15.0,0.2,18.162359827660516,8.786946817828376,0.0,40
wavelet,inpaint,red_gd,fixed25p0,0.8,8.0,15.0,0.5,11.848135445959787,2.47272243612765,0.15000000000000002,40
